80080060,bootproc
800EF984,func_800EF984
800EFAB8,func_800EFAB8
800EFBFC,func_800EFBFC
800EFD44,func_800EFD44
800EFE60,EffFootmark_Init
800EFF04,EffFootmark_Add
800F00BC,EffFootmark_Update
800F01C8,EffFootmark_Draw
800F0390,SoundSource_InitAll
800F03C0,SoundSource_UpdateAll
800F048C,SoundSource_Add
800F0568,SoundSource_PlaySfxAtFixedWorldPos
800F0590,SoundSource_PlaySfxEachFrameAtFixedWorldPos
800F05C0,ElfMessage_GetFirstCycleHint
800F07C0,EnHy_ChangeAnim
800F0888,EnHy_FindNearestDoor
800F0944,EnHy_ChangeObjectAndAnim
800F09B4,EnHy_UpdateSkelAnime
800F0A20,EnHy_Blink
800F0A94,EnHy_Init
800F0BB4,func_800F0BB4
800F0CE4,func_800F0CE4
800F0DD4,func_800F0DD4
800F0E94,EnHy_SetPointFowards
800F0EEC,EnHy_SetPointBackwards
800F0F28,EnHy_MoveForwards
800F0FF0,EnHy_MoveBackwards
800F10AC,EnHy_UpdateCollider
800F112C,EnHy_PlayWalkingSound
800F1250,Text_GetFaceReaction
800F12D0,EnvFlags_UnsetAll
800F1304,EnvFlags_Set
800F1374,EnvFlags_Unset
800F13E8,EnvFlags_Get
800F1460,func_800F1460
800F14F8,ActorCutscene_GetCutsceneImpl
800F1544,ActorCutscene_Init
800F15D8,func_800F15D8
800F1648,ActorCutscene_ClearWaiting
800F1678,ActorCutscene_ClearNextCutscenes
800F16A8,ActorCutscene_MarkNextCutscenes
800F17FC,ActorCutscene_End
800F1A7C,ActorCutscene_Update
800F1BA4,ActorCutscene_SetIntentToPlay
800F1BE4,ActorCutscene_GetCanPlayNext
800F1C68,ActorCutscene_StartAndSetUnkLinkFields
800F1CE0,ActorCutscene_StartAndSetFlag
800F1D84,ActorCutscene_Start
800F1FBC,ActorCutscene_Stop
800F207C,ActorCutscene_GetCurrentIndex
800F208C,ActorCutscene_GetCutscene
800F20B8,ActorCutscene_GetAdditionalCutscene
800F20F8,ActorCutscene_GetLength
800F2138,func_800F2138
800F2178,func_800F2178
800F21B8,ActorCutscene_GetCurrentCamera
800F21CC,func_800F21CC
800F22C4,func_800F22C4
800F23C4,ActorCutscene_SetReturnCamera
800F23E0,func_800F23E0
800F2478,func_800F2478
800F2620,SkelCurve_Clear
800F2650,SkelCurve_Init
800F26C0,SkelCurve_Destroy
800F26F0,SkelCurve_SetAnim
800F2728,SkelCurve_Update
800F29A0,SkelCurve_DrawLimb
800F2CD8,SkelCurve_Draw
800F2D30,FireObj_InitWithParams
800F2E48,FireObj_SetState
800F2EAC,FireObj_SetPosition
800F2ECC,FireObj_StepSize
800F2FFC,FireObj_UpdateStateTransitions
800F31EC,FireObj_Draw
800F33F4,FireObj_InitLight
800F34C4,FireObj_DestroyLight
800F34EC,FireObj_UpdateLight
800F36CC,FireObj_Init
800F37B0,FireObj_Destroy
800F37F0,FireObj_SetState2
800F3820,FireObj_Update
800F3940,func_800F3940
800F39B4,func_800F39B4
800F3A64,func_800F3A64
800F3B2C,func_800F3B2C
800F3B68,func_800F3B68
800F3C44,func_800F3C44
800F3ED4,func_800F3ED4
800F40A0,func_800F40A0
800F415C,func_800F415C
800F41E4,func_800F41E4
800F42A0,Jpeg_ScheduleDecoderTask
800F43BC,Jpeg_CopyToZbuffer
800F44F4,Jpeg_GetUnalignedU16
800F4540,Jpeg_ParseMarkers
800F470C,Jpeg_Decode
800F4A10,func_800F4A10
800F4C0C,func_800F4C0C
800F4E20,KaleidoSetup_Init
800F4F28,KaleidoSetup_Destroy
800F4F40,Font_LoadChar
800F4F54,Font_LoadCharNES
800F4FC0,Font_LoadMessageBoxEndIcon
800F5004,Font_LoadOrderedFont
800F5090,func_800F5090
800F50D4,func_800F50D4
800F510C,Kankyo_Init
800F5954,func_800F5954
800F5A8C,func_800F5A8C
800F5B10,func_800F5B10
800F5CD0,func_800F5CD0
800F6834,func_800F6834
800F694C,func_800F694C
800F6A04,func_800F6A04
800F6A40,func_800F6A40
800F6AB8,func_800F6AB8
800F6B44,func_800F6B44
800F6CEC,func_800F6CEC
800F6EA4,func_800F6EA4
800F6FCC,Kankyo_IsSceneUpsideDown
800F6FF8,func_800F6FF8
800F8554,func_800F8554
800F88C4,func_800F88C4
800F8970,func_800F8970
800F8A9C,func_800F8A9C
800F8CD4,func_800F8CD4
800F8D84,func_800F8D84
800F9728,func_800F9728
800F9824,func_800F9824
800FA39C,func_800FA39C
800FA3C4,func_800FA3C4
800FA9FC,func_800FA9FC
800FAAB4,func_800FAAB4
800FAC20,func_800FAC20
800FAF74,func_800FAF74
800FB010,func_800FB010
800FB320,func_800FB320
800FB388,func_800FB388
800FB758,func_800FB758
800FB9B4,func_800FB9B4
800FBCBC,func_800FBCBC
800FBDEC,Kankyo_InitGameOverLights
800FBF3C,Kankyo_FadeInGameOverLights
800FC158,Kankyo_FadeOutGameOverLights
800FC3DC,func_800FC3DC
800FC444,func_800FC444
800FC64C,func_800FC64C
800FD2B4,func_800FD2B4
800FD538,func_800FD538
800FD59C,func_800FD59C
800FD5E0,func_800FD5E0
800FD654,func_800FD654
800FD698,func_800FD698
800FD720,get_days_elapsed
800FD730,reset_days_elapsed
800FD740,get_current_day
800FD750,func_800FD750
800FD768,func_800FD768
800FD78C,func_800FD78C
800FD858,func_800FD858
800FD928,func_800FD928
800FD980,func_800FD980
800FDAF8,func_800FDAF8
800FDC94,func_800FDC94
800FE390,func_800FE390
800FE3E0,func_800FE3E0
800FE484,func_800FE484
800FE498,func_800FE498
800FE4A8,func_800FE4A8
800FE4B8,func_800FE4B8
800FE590,func_800FE590
800FE5D0,func_800FE5D0
800FE610,func_800FE610
800FE620,func_800FE620
800FE658,func_800FE658
800FE6F8,func_800FE6F8
800FE778,func_800FE778
800FE788,func_800FE788
800FE798,func_800FE798
800FE7A8,func_800FE7A8
800FE9B4,func_800FE9B4
800FEA50,func_800FEA50
800FEAB0,func_800FEAB0
800FEAC0,func_800FEAC0
800FEAF4,func_800FEAF4
800FEC90,Lib_MemCpy
800FECC0,Lib_MemSet
800FED44,Math_CosS
800FED84,Math_SinS
800FEDC4,Math_StepToIImpl
800FEE08,Math_StepToIGet
800FEE34,Math_StepToI
800FEE70,Math_ScaledStepToS
800FEF2C,Math_StepToS
800FEFB4,Math_StepToC
800FF03C,Math_StepToF
800FF0D0,Math_StepUntilAngleS
800FF138,Math_StepToAngleS
800FF1FC,Math_AsymStepToS
800FF2A8,Math_StepUntilF
800FF2F8,Math_AsymStepToF
800FF3A0,func_800FF3A0
800FF450,Rand_S16Offset
800FF4A4,Rand_S16OffsetStride
800FF50C,Math_Vec3f_Copy
800FF52C,Math_Vec3s_Copy
800FF54C,Math_Vec3s_ToVec3f
800FF584,Math_Vec3f_ToVec3s
800FF5BC,Math_Vec3f_Sum
800FF5F4,Math_Vec3f_Diff
800FF62C,Math_Vec3s_DiffToVec3f
800FF688,Math_Vec3f_Scale
800FF6C4,Math_Vec3f_ScaleAndStore
800FF6F8,Math_Vec3f_Lerp
800FF750,Math_Vec3f_SumScaled
800FF79C,Math_Vec3f_AddRand
800FF810,Math_Vec3f_DistXYZAndStoreNormDiff
800FF884,Math_Vec3f_DistXYZ
800FF8D4,Math_Vec3f_DistXYZAndStoreDiff
800FF92C,Math_Vec3f_DistXZ
800FF960,Math_Vec3f_DistXZAndStore
800FF9A4,Math_Vec3f_StepToXZ
800FFA4C,Math_Vec3f_DiffY
800FFA60,Math_Vec3f_Yaw
800FFA94,Math_Vec3f_Pitch
800FFADC,Actor_ProcessInitChain
800FFB54,IChain_Apply_u8
800FFB70,IChain_Apply_s8
800FFB8C,IChain_Apply_u16
800FFBA8,IChain_Apply_s16
800FFBC4,IChain_Apply_u32
800FFBE0,IChain_Apply_s32
800FFBFC,IChain_Apply_f32
800FFC20,IChain_Apply_f32div1000
800FFC50,IChain_Apply_Vec3f
800FFC7C,IChain_Apply_Vec3fdiv1000
800FFCB4,IChain_Apply_Vec3s
800FFCD8,Math_SmoothStepToF
800FFDF8,Math_ApproachF
800FFE68,Math_ApproachZeroF
800FFEBC,Math_SmoothStepToS
800FFFD8,Math_ApproachS
8010007C,Color_RGBA8_Copy
801000A4,func_801000A4
801000CC,func_801000CC
801000F4,Lib_PlaySfxAtPos
8010011C,Lib_Vec3f_TranslateAndRotateY
801001B8,Lib_LerpRGB
80100448,Math_Vec3f_StepTo
801004FC,Lib_Nop801004FC
80100504,Lib_SegmentedToVirtual
8010053C,Lib_SegmentedToVirtualNull
80100584,Lib_PhysicalToVirtual
801005A0,Lib_PhysicalToVirtualNull
801005C0,LifeMeter_Init
8010069C,LifeMeter_UpdateColors
80100A80,LifeMeter_SaveInterfaceHealth
80100AA0,LifeMeter_IncreaseInterfaceHealth
80100AF0,LifeMeter_DecreaseInterfaceHealth
80100B8C,LifeMeter_Draw
80101844,LifeMeter_UpdateSizeAndBeep
80101930,LifeMeter_IsCritical
801019A0,Lights_PointSetInfo
801019FC,Lights_PointNoGlowSetInfo
80101A60,Lights_PointGlowSetInfo
80101AC8,Lights_PointSetColorAndRadius
80101AFC,Lights_PointSetPosition
80101B34,Lights_DirectionalSetInfo
80101B8C,Lights_Reset
80101BC8,Lights_Draw
80101D0C,Lights_FindSlot
80101D3C,Lights_BindPointWithReference
801020A0,Lights_BindPoint
80102284,Lights_BindDirectional
801022F0,Lights_BindAll
801023D8,Lights_FindBufSlot
80102464,Lights_FreeNode
801024AC,LightContext_Init
80102518,LightContext_SetAmbientColor
80102544,func_80102544
80102580,LightContext_NewLights
801025B8,LightContext_InitList
801025C8,LightContext_DestroyList
80102624,LightContext_InsertLight
80102684,LightContext_RemoveLight
801026E8,Lights_NewAndDraw
80102834,Lights_New
80102880,Lights_GlowCheck
80102A64,Lights_DrawGlow
80102C60,ZeldaArena_Malloc
80102C88,ZeldaArena_MallocR
80102CB0,ZeldaArena_Realloc
80102CE0,ZeldaArena_Free
80102D08,ZeldaArena_Calloc
80102D60,ZeldaArena_GetSizes
80102D98,ZeldaArena_Check
80102DBC,ZeldaArena_Init
80102DEC,ZeldaArena_Cleanup
80102E10,ZeldaArena_IsInitialized
80102E40,func_80102E40
80102E90,func_80102E90
80102EA4,func_80102EA4
80102EB4,func_80102EB4
80102ED0,func_80102ED0
80102EF0,func_80102EF0
80102F9C,func_80102F9C
80103090,func_80103090
801030B4,func_801030B4
801030F4,func_801030F4
801031D0,func_801031D0
801039EC,func_801039EC
80103A10,func_80103A10
80103A58,func_80103A58
8010439C,func_8010439C
801045AC,func_801045AC
80104AE8,func_80104AE8
80104C80,func_80104C80
80104CF4,func_80104CF4
80104F34,func_80104F34
80105294,func_80105294
80105318,func_80105318
80105328,func_80105328
8010534C,func_8010534C
8010549C,func_8010549C
8010565C,func_8010565C
80105818,func_80105818
80105A40,func_80105A40
80105B34,func_80105B34
80105C40,func_80105C40
80105FE0,func_80105FE0
80106408,func_80106408
80106450,func_80106450
801064CC,func_801064CC
80106530,func_80106530
8010657C,func_8010657C
80106644,func_80106644
8010683C,func_8010683C
801068B4,func_801068B4
801068D8,func_801068D8
801068FC,func_801068FC
80106BEC,func_80106BEC
80106D08,func_80106D08
80106D5C,func_80106D5C
80107B78,func_80107B78
80108124,func_80108124
80108558,func_80108558
80108A10,func_80108A10
80108A64,func_80108A64
80108AF8,func_80108AF8
801090B0,func_801090B0
80109124,func_80109124
801091F0,func_801091F0
80109428,func_80109428
801094A0,func_801094A0
801094C8,func_801094C8
801094F8,func_801094F8
80109528,func_80109528
8010954C,func_8010954C
8010956C,func_8010956C
8010958C,func_8010958C
801095AC,func_801095AC
801095DC,func_801095DC
8010960C,func_8010960C
80109630,func_80109630
80109650,func_80109650
80109670,func_80109670
801096D4,func_801096D4
80109714,func_80109714
80109754,func_80109754
801097C8,func_801097C8
8010983C,func_8010983C
801098A0,func_801098A0
80109908,func_80109908
80109964,func_80109964
8010997C,func_8010997C
801099AC,func_801099AC
801099DC,func_801099DC
80109A00,func_80109A00
80109A20,func_80109A20
80109A40,func_80109A40
80109A98,func_80109A98
80109AD8,func_80109AD8
80109B38,func_80109B38
80109BA0,func_80109BA0
80109BF4,func_80109BF4
80109C38,func_80109C38
80109CBC,func_80109CBC
80109D40,func_80109D40
80109DD8,func_80109DD8
80109E70,func_80109E70
80109EF8,func_80109EF8
80109F78,func_80109F78
8010A000,func_8010A000
8010A074,func_8010A074
8010A0A4,func_8010A0A4
8010A0F0,func_8010A0F0
8010A164,func_8010A164
8010A194,func_8010A194
8010A208,func_8010A208
8010A238,func_8010A238
8010A2AC,func_8010A2AC
8010A2DC,func_8010A2DC
8010A33C,func_8010A33C
8010A410,func_8010A410
8010A430,func_8010A430
8010A54C,func_8010A54C
8010A580,func_8010A580
8010A760,func_8010A760
8010A7CC,func_8010A7CC
8010A814,func_8010A814
8010A85C,func_8010A85C
8010A8A4,func_8010A8A4
8010A8EC,func_8010A8EC
8010A990,func_8010A990
8010AA54,func_8010AA54
8010AB30,func_8010AB30
8010AB94,func_8010AB94
8010AC00,func_8010AC00
8010AD24,func_8010AD24
8010ADD4,func_8010ADD4
8010AE48,func_8010AE48
8010AECC,func_8010AECC
8010AF20,func_8010AF20
8010AF6C,func_8010AF6C
8010AF94,func_8010AF94
8010AFE0,func_8010AFE0
8010B010,func_8010B010
8010B06C,func_8010B06C
8010B0B4,func_8010B0B4
8010B0DC,func_8010B0DC
8010B108,func_8010B108
8010B140,func_8010B140
8010B180,func_8010B180
8010B1BC,func_8010B1BC
8010B22C,func_8010B22C
8010B284,func_8010B284
8010B2C0,func_8010B2C0
8010B300,func_8010B300
8010B434,func_8010B434
8010B4A4,func_8010B4A4
8010B520,func_8010B520
8010B664,func_8010B664
8010B7A8,func_8010B7A8
8010B828,func_8010B828
8010B878,func_8010B878
8010B8E4,func_8010B8E4
8010BB0C,func_8010BB0C
8010BB6C,func_8010BB6C
8010BBCC,func_8010BBCC
8010BC28,func_8010BC28
8010BC7C,func_8010BC7C
8010BD48,func_8010BD48
8010BD90,func_8010BD90
8010BDDC,func_8010BDDC
8010BE78,func_8010BE78
8010BEBC,func_8010BEBC
8010BEF0,func_8010BEF0
8010BF24,func_8010BF24
8010BF58,func_8010BF58
8010C0C0,Nmi_Init
8010C164,Nmi_SetPrenmiStart
8010C19C,Nmi_GetPrenmiHasStarted
8010C1B0,MsgEvent_SendNullTask
8010C230,OLib_Vec3fDist
8010C274,OLib_Vec3fDistOutDiff
8010C2D0,OLib_Vec3fDistXZ
8010C304,OLib_ClampMinDist
8010C36C,OLib_ClampMaxDist
8010C3D4,OLib_Vec3fDistNormalize
8010C484,OLib_VecSphToVec3f
8010C530,OLib_VecSphGeoToVec3f
8010C574,OLib_Vec3fToVecSph
8010C6C8,OLib_Vec3fToVecSphGeo
8010C710,OLib_Vec3fDiffToVecSph
8010C764,OLib_Vec3fDiffToVecSphGeo
8010C7B8,OLib_VecSphAddToVec3f
8010C838,OLib_Vec3fDiffRad
8010C8C8,OLib_Vec3fDiffDegF
8010C930,OLib_Vec3fDiffBinAng
8010C9C8,OLib_DbCameraVec3fDiff
8010CAA0,OLib_DbCameraVec3fSum
8010CB80,func_8010CB80
8010CD98,func_8010CD98
8010CFBC,func_8010CFBC
8010D2D4,func_8010D2D4
8010D480,func_8010D480
8010D7D0,func_8010D7D0
8010D9F4,func_8010D9F4
8010DC58,func_8010DC58
8010DE38,func_8010DE38
8010E028,func_8010E028
8010E968,func_8010E968
8010E9F0,func_8010E9F0
8010EA9C,func_8010EA9C
8010EB50,func_8010EB50
8010EBA0,func_8010EBA0
8010EC54,func_8010EC54
8010EE74,func_8010EE74
8010EF68,Interface_ChangeAlpha
8010EF9C,func_8010EF9C
8010F0D4,func_8010F0D4
8010F1A8,func_8010F1A8
80110038,func_80110038
80111CB4,func_80111CB4
801129E4,func_801129E4
80112AF4,func_80112AF4
80112AFC,func_80112AFC
80112B40,func_80112B40
80112BE4,func_80112BE4
80112C0C,func_80112C0C
80112E80,Item_Give
801143CC,func_801143CC
80114978,func_80114978
801149A0,func_801149A0
80114A9C,func_80114A9C
80114B84,func_80114B84
80114CA0,func_80114CA0
80114E90,Interface_HasEmptyBottle
80114F2C,Interface_HasItemInBottle
80114FD0,func_80114FD0
80115130,func_80115130
801152B8,func_801152B8
801153C8,func_801153C8
80115428,func_80115428
8011552C,func_8011552C
801155B4,func_801155B4
80115764,func_80115764
80115844,func_80115844
80115908,func_80115908
801159C0,func_801159c0
801159EC,func_801159EC
80115A14,func_80115A14
80115D14,Parameter_AddMagic
80115D5C,func_80115D5C
80115DB4,func_80115DB4
80116088,func_80116088
80116114,func_80116114
80116348,func_80116348
80116918,func_80116918
80116FD8,func_80116FD8
801170B8,func_801170B8
80117100,func_80117100
80117A20,func_80117A20
80117BD0,func_80117BD0
80118084,func_80118084
80118890,func_80118890
80118BA4,func_80118BA4
80119030,func_80119030
80119610,func_80119610
8011B4E0,func_8011B4E0
8011B5C0,func_8011B5C0
8011B9E0,func_8011B9E0
8011BF70,func_8011BF70
8011C4C4,func_8011C4C4
8011C808,func_8011C808
8011C898,func_8011C898
8011CA64,func_8011CA64
8011E3B4,func_8011E3B4
8011E730,func_8011E730
8011F0E0,func_8011F0E0
80120F90,func_80120F90
80121064,func_80121064
801210E0,func_801210E0
80121F94,func_80121F94
80121FC4,func_80121FC4
801224E0,Path_GetByIndex
80122524,Path_OrientAndGetDistSq
801225CC,Path_CopyLastPoint
80122660,FrameAdvance_Init
80122670,FrameAdvance_Update
801226E0,func_801226E0
80122744,func_80122744
80122760,func_80122760
80122868,func_80122868
801229A0,func_801229A0
801229EC,func_801229EC
801229FC,func_801229FC
80122BA4,func_80122BA4
80122C20,func_80122C20
80122D44,func_80122D44
80122ED8,func_80122ED8
80122EEC,func_80122EEC
80122F28,func_80122F28
80122F9C,func_80122F9C
80122FCC,func_80122FCC
8012300C,func_8012300C
8012301C,func_8012301C
80123140,func_80123140
80123358,func_80123358
801233E4,Player_InCsMode
80123420,func_80123420
80123434,func_80123434
80123448,func_80123448
801234B0,func_801234B0
801234D4,func_801234D4
80123590,func_80123590
801235DC,func_801235DC
8012364C,func_8012364C
80123810,func_80123810
80123960,func_80123960
801239AC,func_801239AC
80123AA4,func_80123AA4
80123BD4,func_80123BD4
80123C58,func_80123C58
80123C90,Player_SetEquipmentData
80123D50,func_80123D50
80123DA4,func_80123DA4
80123DC0,func_80123DC0
80123E90,func_80123E90
80123F14,func_80123F14
80123F2C,func_80123F2C
80123F48,func_80123F48
80124020,func_80124020
8012403C,Player_GetMask
8012404C,Player_RemoveMask
8012405C,func_8012405C
80124088,func_80124088
801240C8,func_801240C8
801240DC,func_801240DC
80124110,func_80124110
80124148,func_80124148
80124168,func_80124168
80124190,func_80124190
801241B4,func_801241B4
801241E0,func_801241E0
8012420C,func_8012420C
8012422C,func_8012422C
80124258,Player_GetExplosiveHeld
80124278,func_80124278
801242B4,func_801242B4
801242DC,func_801242DC
80124420,func_80124420
80124618,func_80124618
801246F4,func_801246F4
80124870,func_80124870
80124CC4,func_80124CC4
80124F18,func_80124F18
80124FF0,func_80124FF0
801251C4,func_801251C4
80125318,func_80125318
80125340,func_80125340
8012536C,func_8012536C
801253A4,func_801253A4
80125500,func_80125500
80125580,func_80125580
80125CE0,func_80125CE0
80125D4C,func_80125D4C
801262C8,func_801262C8
801263FC,func_801263FC
80126440,func_80126440
801265C8,func_801265C8
8012669C,func_8012669C
80126808,func_80126808
8012697C,func_8012697C
80126AB4,func_80126AB4
80126B8C,func_80126B8C
80126BD0,func_80126BD0
801271B0,func_801271B0
80127438,func_80127438
80127488,func_80127488
8012754C,func_8012754C
80127594,func_80127594
801278F8,func_801278F8
80127A60,func_80127A60
80127B64,func_80127B64
80127BE8,func_80127BE8
80127DA4,func_80127DA4
80128388,func_80128388
801284A0,func_801284A0
80128640,func_80128640
80128B74,func_80128B74
80128BD0,func_80128BD0
80129EF0,PreNMI_Stop
80129F04,PreNMI_Update
80129F4C,PreNMI_Draw
80129FF8,PreNMI_Main
8012A02C,PreNMI_Destroy
8012A038,PreNMI_Init
8012A080,Quake_Random
8012A0AC,Quake_UpdateShakeInfo
8012A2B8,Quake_Callback1
8012A340,Quake_Callback5
8012A3B4,Quake_Callback6
8012A438,Quake_Callback3
8012A4D0,Quake_Callback2
8012A540,Quake_Callback4
8012A5D8,Quake_GetFreeIndex
8012A638,Quake_AddImpl
8012A6F0,Quake_Remove
8012A718,Quake_GetRequest
8012A774,Quake_SetValue
8012A8A8,Quake_SetSpeed
8012A8F0,Quake_SetCountdown
8012A940,Quake_GetCountdown
8012A978,Quake_SetQuakeValues
8012A9E0,Quake_SetQuakeValues2
8012AA48,Quake_Init
8012AA9C,Quake_Add
8012AAC0,Quake_RemoveFromIdx
8012AB08,Quake_Calc
8012AE68,Distortion_Init
8012AEAC,Distortion_SetCountdown
8012AED4,Distortion_GetCountdown
8012AEE4,Distortion_GetType
8012AEF4,Distortion_SetType
8012AF18,Distortion_ClearType
8012AF38,Distortion_GetUnderwaterCurrentSpeed
8012AF9C,Distortion_Update
8012BBE8,Quake_NumActiveQuakes
8012BC50,Gfx_SetFog
8012BD8C,Gfx_SetFogWithSync
8012BF08,Gfx_SetFog2
8012BF3C,Gfx_CallSetupDLImpl
8012BF78,Gfx_CallSetupDL
8012BF98,Gfx_CallSetupDLAtPtr
8012BFC4,func_8012BFC4
8012BFEC,func_8012BFEC
8012C014,func_8012C014
8012C058,func_8012C058
8012C080,func_8012C080
8012C0A8,func_8012C0A8
8012C0D0,func_8012C0D0
8012C0F8,func_8012C0F8
8012C120,func_8012C120
8012C148,func_8012C148
8012C170,func_8012C170
8012C198,func_8012C198
8012C1C0,func_8012C1C0
8012C1EC,func_8012C1EC
8012C214,func_8012C214
8012C240,func_8012C240
8012C268,func_8012C268
8012C28C,func_8012C28C
8012C2B4,func_8012C2B4
8012C2DC,func_8012C2DC
8012C304,func_8012C304
8012C32C,func_8012C32C
8012C354,func_8012C354
8012C37C,func_8012C37C
8012C3A4,func_8012C3A4
8012C3CC,func_8012C3CC
8012C3F4,func_8012C3F4
8012C420,func_8012C420
8012C448,func_8012C448
8012C470,func_8012C470
8012C498,func_8012C498
8012C4C0,func_8012C4C0
8012C4E8,func_8012C4E8
8012C510,func_8012C510
8012C538,func_8012C538
8012C560,func_8012C560
8012C588,func_8012C588
8012C5B0,func_8012C5B0
8012C5D8,func_8012C5D8
8012C600,func_8012C600
8012C628,func_8012C628
8012C654,func_8012C654
8012C680,func_8012C680
8012C6AC,func_8012C6AC
8012C6D4,func_8012C6D4
8012C6FC,func_8012C6FC
8012C724,func_8012C724
8012C74C,func_8012C74C
8012C774,func_8012C774
8012C7B8,func_8012C7B8
8012C7FC,func_8012C7FC
8012C840,func_8012C840
8012C868,func_8012C868
8012C8AC,func_8012C8AC
8012C8D4,func_8012C8D4
8012C8FC,func_8012C8FC
8012C924,func_8012C924
8012C94C,func_8012C94C
8012C974,func_8012C974
8012C9BC,func_8012C9BC
8012C9E4,func_8012C9E4
8012CA0C,func_8012CA0C
8012CA38,func_8012CA38
8012CA60,Gfx_BranchTexScroll
8012CB04,func_8012CB04
8012CB28,func_8012CB28
8012CB4C,Gfx_TexScroll
8012CBD0,Gfx_TwoTexScroll
8012CCF0,Gfx_TwoTexScrollEnvColor
8012CE50,Gfx_EnvColor
8012CEA8,Gfx_PrimColor
8012CF0C,func_8012CF0C
8012D374,func_8012D374
8012D40C,func_8012D40C
8012D510,Room_nop8012D510
8012D528,Room_DrawType3Mesh
8012D53C,Room_DrawType0Mesh
8012D750,Room_DrawType2Mesh
8012DEE8,func_8012DEE8
8012E254,func_8012E254
8012E32C,func_8012E32C
8012E6A8,Room_DrawType1Mesh
8012E710,Room_Init
8012E750,Room_AllocateAndLoad
8012E96C,Room_StartRoomTransition
8012EAA8,Room_HandleLoadCallbacks
8012EBA8,Room_Draw
8012EBF8,func_8012EBF8
8012EC80,Inventory_GetBtnBItem
8012ED34,Inventory_ChangeEquipment
8012ED78,Inventory_DeleteEquipment
8012EDE8,Inventory_ChangeUpgrade
8012EE34,Inventory_IsMapVisible
8012EF0C,Inventory_SetMapVisibility
8012F0EC,Inventory_SaveDekuPlaygroundHighScore
8012F1BC,Inventory_IncrementSkullTokenCount
8012F22C,Inventory_GetSkullTokenCount
8012F278,Inventory_SaveLotteryCodeGuess
8012F2E0,Object_Spawn
8012F3D0,Object_InitBank
8012F4FC,Object_UpdateBank
8012F608,Object_GetIndex
8012F668,Object_IsLoaded
8012F698,Object_LoadAll
8012F73C,func_8012F73C
8012F79C,Scene_HeaderCmdSpawnList
8012F90C,Scene_HeaderCmdActorList
8012F954,Scene_HeaderCmdActorCutsceneCamList
8012F984,Scene_HeaderCmdColHeader
8012FA24,Scene_HeaderCmdRoomList
8012FA68,Scene_HeaderCmdEntranceList
8012FA98,Scene_HeaderCmdSpecialFiles
8012FB60,Scene_HeaderCmdRoomBehavior
8012FBE8,Scene_HeaderCmdMesh
8012FC18,Scene_HeaderCmdObjectList
8012FDA4,Scene_HeaderCmdLightList
8012FE2C,Scene_HeaderCmdPathList
8012FE5C,Scene_HeaderCmdTransiActorList
8012FEBC,Door_InitContext
8012FECC,Scene_HeaderCmdEnvLightSettings
8012FF10,Scene_LoadAreaTextures
8012FF8C,Scene_HeaderCmdSkyboxSettings
8012FFF0,Scene_HeaderCmdSkyboxDisables
80130018,Scene_HeaderCmdTimeSettings
8013033C,Scene_HeaderCmdWindSettings
801303A0,Scene_HeaderCmdExitList
801303D0,Scene_HeaderCmd09
801303E0,Scene_HeaderCmdSoundSettings
8013043C,Scene_HeaderCmdEchoSetting
80130454,Scene_HeaderCmdAltHeaderList
801304CC,Scene_HeaderCmdCutsceneList
80130500,Scene_HeaderCmdActorCutsceneList
80130540,Scene_HeaderCmdMiniMap
80130578,Scene_HeaderCmd1D
80130588,Scene_HeaderCmdMiniMapCompassInfo
801305B0,Scene_HeaderCmdSetAreaVisitedFlag
80130674,Scene_HeaderCmdAnimatedMaterials
801306A4,Scene_SetExitFade
801306E8,Scene_ProcessHeader
80130768,Entrance_CreateIndex
80130784,Entrance_CreateIndexFromSpawn
801307C0,Scene_ExecuteDrawConfig
801307F4,Scene_DrawConfigDefault
80130834,AnimatedMat_TexScroll
801308A0,AnimatedMat_DrawTexScroll
80130940,AnimatedMat_TwoLayerTexScroll
801309F4,AnimatedMat_DrawTwoTexScroll
80130A94,AnimatedMat_SetColor
80130C5C,AnimatedMat_DrawColor
80130D0C,AnimatedMat_Lerp
80130D3C,AnimatedMat_DrawColorLerp
80130F58,Scene_LagrangeInterp
8013115C,Scene_LagrangeInterpColor
801311B4,AnimatedMat_DrawColorNonLinearInterp
80131580,AnimatedMat_DrawTexCycle
80131690,AnimatedMat_DrawMain
80131758,AnimatedMat_Draw
8013178C,AnimatedMat_DrawOpa
801317C0,AnimatedMat_DrawXlu
801317F4,AnimatedMat_DrawAlpha
8013182C,AnimatedMat_DrawAlphaOpa
80131864,AnimatedMat_DrawAlphaXlu
8013189C,AnimatedMat_DrawStep
801318C8,AnimatedMat_DrawStepOpa
801318F4,AnimatedMat_DrawStepXlu
80131920,AnimatedMat_DrawAlphaStep
8013194C,AnimatedMat_DrawAlphaStepOpa
80131978,AnimatedMat_DrawAlphaStepXlu
801319A4,Scene_DrawConfigMatAnim
801319CC,Scene_DrawConfig3
80131CDC,Scene_DrawConfig4
80131DE4,Scene_DrawConfigDoNothing
80131DF0,Scene_SetRenderModeXlu
80131E58,Scene_SetCullFlag
80131EC0,Scene_DrawConfig5
80131F90,Scene_DrawConfigMatAnimManualStep
80131FC0,Scene_DrawConfigGreatBayTemple
801322C0,Entrance_GetTableEntry
8013230C,Entrance_GetSceneNum
