80080060,bootproc
808055D0,FileChoose_ReturnToCopyDest
808058A4,FileChoose_CopyAnim1
80805918,FileChoose_CopyAnim2
80805A58,FileChoose_CopyAnim3
80805B30,FileChoose_CopyAnim4
80805C1C,FileChoose_CopyAnim5
80806014,FileChoose_ExitCopyToMain
80806148,FileChoose_SetupEraseSelect
80806310,FileChoose_EraseSelect
808067E0,FileChoose_SetupEraseConfirm1
80806BC8,FileChoose_SetupEraseConfirm2
80806CA0,FileChoose_EraseConfirm
80806E84,FileChoose_ExitToEraseSelect1
80806F30,FileChoose_ExitToEraseSelect2
808071E4,FileChoose_EraseAnim1
80807390,FileChoose_EraseWaitForFlashSave
8080742C,FileChoose_EraseAnim2
808074B4,FileChoose_EraseAnim3
808077AC,FileChoose_ExitEraseToMain
80807940,FileChoose_DrawTexQuadI4
80807A78,FileChoose_DrawMultiTexQuadI4
80807C58,FileChoose_SetKeyboardVtx
80808214,FileChoose_SetNameEntryVtx
80808D30,FileChoose_DrawKeyboard
80808F1C,FileChoose_DrawNameEntry
80809DE0,FileChoose_StartNameEntry
80809E90,FileChoose_UpdateKeyboardCursor
8080A3BC,FileChoose_NameEntryWaitForFlashSave
8080A408,FileChoose_StartOptions
8080A490,FileChoose_UpdateOptionsMenu
8080A63C,FileChoose_OptionsWaitForFlashSave
8080A688,FileChoose_DrawOptionsImpl
8080BB24,FileChoose_DrawOptions
8080BB50,FileChoose_IncrementConfigMode
8080BB58,FileChoose_Noop1
8080BB60,FileChoose_Noop2
8080BB6C,FileChoose_InitModeUpdate
8080BBD8,FileChoose_InitModeDraw
8080BC08,FileChoose_SetView
8080BC8C,FileChoose_DrawTexQuadIA8
8080BE6C,FileChoose_FadeInMenuElements
8080C054,FileChoose_SplitNumber
8080C0C8,FileChoose_StartFadeIn
8080C150,FileChoose_FinishFadeIn
8080C1D4,FileChoose_UpdateMainMenu
8080C434,FileChoose_UnusedCM31
8080C440,FileChoose_UnusedCMDelay
8080C48C,FileChoose_RotateToNameEntry
8080C4F0,FileChoose_RotateToOptions
8080C554,FileChoose_RotateToMain
8080C5BC,FileChoose_PulsateCursor
8080C6A0,FileChoose_ConfigModeUpdate
8080C6DC,FileChoose_SetWindowVtx
8080C9A4,FileChoose_SetWindowContentVtx
8080E544,FileChoose_DrawFileInfo
8080FBC4,FileChoose_DrawWindowContents
80810924,FileChoose_ConfigModeDraw
808110CC,FileChoose_FadeMainToSelect
808112D4,FileChoose_MoveSelectedFileToTop
808113CC,FileChoose_FadeInFileInfo
808114AC,FileChoose_ConfirmFile
808115EC,FileChoose_FadeOutFileInfo
808116D8,FileChoose_MoveSelectedFileToSlot
808119B0,FileChoose_FadeOut
80811A00,FileChoose_LoadGame
80811B28,FileChoose_SelectModeUpdate
80811B64,FileChoose_SelectModeDraw
80811DD0,FileChoose_UpdateAndDrawSkybox
80811EFC,FileChoose_Main
808125A4,FileChoose_InitContext
80812908,FileChoose_Destroy
8081292C,FileChoose_Init
